RindFresh,RindDry,MoistureLoss,ChillingInjury,Colour
5.747904431930743,1.831243027308404,4.116747694058919,30.0,0.5141315072878021
6.017963364923229,1.551034555533002,4.298014604392128,20.0,0.6453144880474732
5.843249212694239,1.594488264663573,4.124499057810259,0.0,0.5998733654822819
6.585251586097847,1.6986296855243477,4.669760495857441,0.0,0.5165656109539477
5.5331024205234005,1.7139995857461223,3.9856091366731126,10.0,0.6251964714715457
6.174069177356928,1.5907451002901996,4.593530352965216,0.0,0.6231610855103218
5.448066611538165,1.5445515404501162,3.9223385904207495,0.0,0.6232135644871366
6.734612934833148,2.639429067204211,4.690658398085666,10.0,0.6166565674321564
6.945434413272781,2.333231245787419,4.267223257525396,0.0,0.6670482404133645
5.8578324771538215,2.3364282774613563,4.0722422695235,0.0,0.6337364260123117
8.743108383493968,2.8246296685628027,5.392996783602108,0.0,0.6492388293439848
9.022418346921398,2.939557876242283,5.679309995991162,0.0,0.706860025804945
8.243796836555248,2.9355840427161985,4.77661952914945,0.0,0.6864941157263118
8.221954233660039,2.423974636715494,5.672426013935094,0.0,0.6850727138575838
6.734869344083048,1.4956513843832546,4.779961076361356,0.0,0.7584411353045263
5.817647364000168,1.5551420191099585,4.081417606572902,0.0,0.514964067537492
5.3946556052682,1.5091632752843047,3.965985623560262,0.0,0.5805152353459914
4.716850959899798,1.2724050111146255,3.3926371901430143,0.0,0.6225282999857217
4.7072558679880485,1.302559595026159,3.541648610652234,20.0,0.41932317674695957
5.170026557563293,1.5531175685287342,3.4180433547445532,0.0,0.7726738663418429
5.263332350833271,1.7159623313924044,3.726442935276945,0.0,0.6614992274648753
5.095491147994129,1.326257296671417,3.568877698610779,0.0,0.33993589600865426
4.885307232899359,1.3280586996671104,3.5472911798679405,0.0,0.5399836707677693
4.685614665519836,1.4463095939078099,3.2887932328951823,20.0,0.6186985679966425
4.807468969294189,1.4419408020483817,3.2786741662700756,20.0,0.6540906164487473
5.2796561799178,1.3671869927765232,3.889812537264061,0.0,0.5623620199338498
5.122017238574105,1.3960771786503623,3.532245113529153,0.0,0.5195951674852842
4.669082141824486,1.255963264211558,3.398838730217826,20.0,0.48497892962230493
4.660668248036876,1.3733899851141602,3.3591633715799927,0.0,0.5880101379157465
5.185745935344003,1.6058512853401077,3.6455900361265603,0.0,0.4983907451171727
5.342532928986287,1.362586426741087,4.0048370857306,10.0,0.7049571919386817
6.191403084449522,2.6597048079776573,4.0229049711767475,30.0,0.647367149748529
5.530007899363866,1.5231885059731751,3.9650135460470417,40.0,0.599144752454006
5.2460312415220365,1.4476652460109203,3.903360490130182,0.0,0.6454306825178239
5.490067627738488,1.8915207546193658,3.7878071225562455,20.0,0.6440334516736587
5.5858229242876645,1.50283333148163,4.08102903048368,0.0,0.6285164103998462
5.5939948625950064,1.7145825719936416,3.9671891276219653,0.0,0.7831364299227835
5.706832205332797,1.4109658488539645,4.2791624634261405,32.872627254352196,0.6427433412904471
5.596797448212163,1.4625152878162533,4.023482763280516,10.0,0.5998866135739929
5.3540566461555885,1.3828322470574683,3.9667465441974037,0.0,0.5684095210189539
5.491734795634773,1.6816712013925637,3.889878818861845,0.0,0.6782228465845541
5.208109980667717,1.700206730644492,3.3566767026516877,0.0,0.7298893429198586
5.2887169432052135,1.506561939173626,3.6812248221539337,10.0,0.6453568347079105
6.158122585584759,2.265387653559713,4.022357961105501,0.0,0.6426743321110122
5.344511886175151,1.390129863859323,3.9525563132218733,0.0,0.5697840825277509
5.258385082556529,1.3994053127171062,3.8515391969479147,0.0,0.7723407760149009
5.362335276205368,2.52481623923305,3.8561716644918733,10.0,0.606077737767995
