RindFresh,RindDry,MoistureLoss,ChillingInjury,Colour
5.89300012588501,1.7009999752044678,4.298999786376953,0.0,0.5126833915710449
4.548999786376953,1.3279999494552612,3.315000057220459,0.0,0.44514647126197815
7.052999973297119,2.2929999828338623,4.776000022888184,10.0,0.5840769410133362
5.367000102996826,1.468000054359436,3.9519999027252197,0.0,0.6817841529846191
6.710999965667725,1.7610000371932983,4.627999782562256,0.0,0.5401580333709717
5.425000190734863,1.472000002861023,3.9749999046325684,10.0,0.5156221985816956
5.229000091552734,1.437000036239624,3.825000047683716,0.0,0.6130741834640503
10.777000427246094,3.6710000038146973,7.293000221252441,20.0,0.7082749605178833
9.868000030517578,3.378000020980835,6.576000213623047,20.0,0.6689267754554749
10.866999626159668,3.6710000038146973,7.443999767303467,60.0,0.6814588308334351
6.935999870300293,2.4679999351501465,4.298999786376953,0.0,0.6909517645835876
4.684000015258789,1.3289999961853027,3.4210000038146973,10.0,0.38229984045028687
5.848999977111816,1.472000002861023,4.46999979019165,0.0,0.7741165161132812
10.10099983215332,3.5859999656677246,6.576000213623047,20.0,0.6689267754554749
4.25600004196167,1.1440000534057617,3.0220000743865967,0.0,0.5209436416625977
8.842000007629395,2.941999912261963,5.572000026702881,0.0,0.7424705624580383
8.53499984741211,2.7639999389648438,5.572000026702881,20.0,0.5622349977493286
8.163999557495117,2.565999984741211,5.576000213623047,10.0,0.5622349977493286
4.888000011444092,1.3289999961853027,3.4210000038146973,20.0,0.5460748076438904
5.123000144958496,1.5379999876022339,3.361999988555908,0.0,0.6491621732711792
5.046999931335449,1.4470000267028809,3.361999988555908,0.0,0.5880178809165955
5.736000061035156,1.7139999866485596,4.071000099182129,30.0,0.6047332286834717
6.941999912261963,2.7269999980926514,4.109000205993652,10.0,0.6942617893218994
5.335000038146973,1.4140000343322754,3.9519999027252197,0.0,0.5300158858299255
5.046999931335449,1.61899995803833,2.9839999675750732,0.0,0.7701129913330078
5.123000144958496,1.4889999628067017,3.552999973297119,0.0,0.6881246566772461
5.03000020980835,1.4420000314712524,3.4210000038146973,0.0,0.7157033085823059
11.324999809265137,3.5869998931884766,7.938000202178955,10.0,0.6568174958229065
5.046999931335449,1.3009999990463257,3.3589999675750732,10.0,0.32477593421936035
5.281000137329102,1.4490000009536743,3.7049999237060547,0.0,0.5696204900741577
9.190999984741211,2.753999948501587,6.369999885559082,20.0,0.6405283808708191
3.8929998874664307,1.2730000019073486,2.7360000610351562,20.0,0.6121358275413513
9.317000389099121,3.371000051498413,6.203000068664551,20.0,0.6542239189147949
9.670000076293945,3.3589999675750732,6.38700008392334,30.0,0.6809810400009155
7.258999824523926,2.299999952316284,4.959000110626221,40.0,0.6166139245033264
10.027000427246094,2.9630000591278076,7.126999855041504,0.0,0.6391511559486389
5.486000061035156,2.0409998893737793,3.871000051498413,10.0,0.6516634821891785
6.941999912261963,2.433000087738037,4.584000110626221,0.0,0.768233597278595
5.499000072479248,1.5160000324249268,3.9649999141693115,0.0,0.5566861033439636
5.627999782562256,1.5110000371932983,4.025000095367432,0.0,0.5156221985816956
5.771999835968018,2.127000093460083,3.990000009536743,10.0,0.6117859482765198
5.354000091552734,1.5520000457763672,3.888000011444092,0.0,0.6452077031135559
4.501999855041504,1.2649999856948853,3.3989999294281006,0.0,0.3552778661251068
5.03000020980835,1.531999945640564,3.1589999198913574,10.0,0.6628339290618896
7.258999824523926,2.4230000972747803,4.702000141143799,30.0,0.6886173486709595
3.563999891281128,1.152999997138977,2.441999912261963,10.0,0.5374166965484619
11.281999588012695,2.884999990463257,8.213000297546387,0.0,0.7844510674476624
9.190999984741211,2.9630000591278076,6.109000205993652,40.0,0.6628339290618896
4.659999847412109,1.3279999494552612,3.3989999294281006,30.0,0.5697290301322937
4.39900016784668,1.3289999961853027,3.0220000743865967,20.0,0.6689267754554749
