Water,Fat,Palmitic,Stearic
65.41785,24.128292,9.657968,0.28573948
83.15919,5.3153467,1.4905772,0.045862466
66.12149,22.668642,9.154383,0.30943012
72.00364,15.706415,5.478436,0.21268827
84.59831,3.957695,1.1834936,0.0521809
81.32169,5.7099113,2.1865613,0.08690898
79.009575,7.9285917,2.8135436,0.15318854
73.54642,14.03753,4.365693,0.17322509
79.13622,8.584728,2.6699417,0.09397885
66.01532,23.054142,9.186024,0.26418763
62.432617,24.384739,9.440194,0.3034812
69.11124,17.948177,6.845764,0.24812317
68.35784,20.675379,7.027476,0.25674433
80.14901,7.8461976,2.458737,0.10112354
64.578606,21.36331,8.055809,0.49927637
64.15453,22.850464,8.416445,0.5278276
68.85939,19.467018,6.9069915,0.2382122
78.930145,7.9936714,2.92818,0.18442781
67.02722,19.222609,6.6755614,0.6307359
59.99059,26.482649,10.336571,0.45213655
68.66499,22.608198,9.737381,0.21453995
71.86982,15.227195,4.64655,0.5616896
79.78616,6.9854317,2.4006348,0.23427375
74.33729,12.058107,3.9138947,0.12035638
73.83099,14.376133,5.4254785,0.131764
73.40774,13.249861,4.28261,0.42527223
67.35595,19.974411,8.041156,0.3458746
73.27666,14.994032,5.960966,0.119717464
81.53534,5.8488445,1.835283,0.09275834
64.916245,21.020666,7.2709336,0.3083605
70.11002,15.629766,5.0755844,0.1629003
65.83949,19.77174,8.817907,0.31313166
77.14285,11.715628,4.2198095,0.113010675
81.66324,5.2295723,2.1797652,0.11961101
74.240074,11.867539,4.597873,0.33300883
72.99642,12.641337,4.571185,0.38328844
81.3557,6.3198233,1.9611111,0.23079345
79.26454,7.4969788,2.659936,0.21633828
67.86478,18.414377,7.134782,0.458296
61.954746,25.643084,10.021099,0.35236466
68.36961,17.492296,6.287432,0.35654232
73.393295,13.326419,4.7018843,0.18501538
70.255264,15.529487,5.7548738,0.45541948
73.97032,13.327955,5.070485,0.15224077
72.16564,19.016022,7.3460007,0.22013426
64.064415,24.184845,9.580916,0.2686923
78.72189,8.524784,3.2585611,0.16698916
78.27338,8.968592,3.2100055,0.2613143
66.199196,21.222233,8.281551,0.24117917
69.28869,17.838701,6.5363216,0.443416
73.31433,14.30945,5.0377836,0.18436776
63.91503,22.862947,8.701947,0.32318255
66.25253,21.86753,9.355207,0.50165015
72.5475,13.371918,5.4582443,0.18033016
72.448395,15.269742,5.9120235,0.32657143
68.16983,17.562044,5.581824,0.19010292
71.07289,15.219619,6.5028667,0.32589123
80.928314,7.624564,2.083503,0.3078923
77.28511,9.429806,3.7873473,0.1752043
71.296524,14.982192,5.256484,0.45864385
66.97423,22.316193,8.914756,0.24733184
70.27832,15.6963415,5.5244465,0.4755331
72.033844,14.206178,5.448345,0.3621088
71.91843,14.638357,5.226297,0.38326448
87.118065,0.3180704,0.21452856,0.009153962
78.01242,9.163337,2.6797192,0.30246663
75.86557,11.00824,2.5638351,0.4725334
68.167145,17.888765,6.042666,0.25577122
60.799034,26.605259,11.14679,0.32472536
70.711914,18.151806,7.3448663,0.22093922
61.95735,23.263847,8.085541,0.44743776
61.69623,23.343111,9.564665,0.65555924
71.65206,14.14736,5.546729,0.37270087
64.758705,21.646626,7.6436872,0.5712619
76.93418,10.418758,3.3034456,0.10719481
64.60596,21.841293,7.8717012,0.47532746
70.05048,18.086905,6.1395593,0.2734632
69.378265,17.947636,7.2153397,0.3463189
68.65277,19.364374,6.4203777,0.2252135
73.07519,14.817366,5.1792054,0.25903627
59.313328,24.968119,8.622991,0.61138904
80.41695,6.798788,2.53732,0.13275155
75.6032,13.644801,4.509895,0.15840337
71.69267,18.864304,7.416733,0.21129966
67.41603,21.892212,9.850197,0.26942003
80.76458,5.910695,2.2573202,0.16284873
83.168175,4.3302956,1.5048594,0.022239327
67.592926,18.777607,7.3541193,0.38435
71.143105,15.1681595,5.4288645,0.25580966
74.865166,12.405901,4.5384593,0.16931967
69.90333,18.76597,6.913474,0.43896317
65.827675,22.340214,8.488132,0.2674047
70.28804,18.155539,7.9313793,0.2260294
73.63176,11.049732,4.3717036,0.26233205
67.78546,18.775352,7.0266304,0.33105543
69.545135,18.359615,8.240145,0.24202535
74.94891,10.874193,3.7587557,0.2912929
58.064445,27.532448,11.005908,0.4867736
57.648586,26.846636,9.373759,0.46670893
71.28375,13.862662,5.8432126,0.32776567
74.12617,12.090226,4.7207026,0.23146282
69.52661,16.039051,6.2941947,0.40779033
67.9309,17.823282,7.3203607,0.43453646
71.05565,16.7722,5.802203,0.22157586
70.59603,15.573716,6.093058,0.48523235
65.20244,25.216152,10.515674,0.24991912
79.00798,8.180795,2.9258194,0.09346558
57.482388,27.06987,10.753725,0.35393718
80.09949,7.55013,2.419845,0.06018819
65.01036,22.23114,7.441622,0.7757436
68.33258,18.815992,6.212733,0.24414942
80.27837,7.4052267,2.570178,0.14701699
79.512436,7.996225,3.2653449,0.21613175
73.163345,13.985387,4.565256,0.21474044
51.31688,30.84708,12.500418,0.3808884
88.02126,1.4741802,0.22175694,0.05363512
64.004364,22.31823,7.981176,0.45391798
70.58548,14.898139,5.5307174,0.29340217
60.758404,27.038994,10.611373,0.29578692
72.98199,15.87889,7.5043073,0.13981605
61.535683,24.848179,9.3401785,0.51201403
65.22541,24.237352,9.518059,0.2680534
61.601307,25.81708,9.785943,0.4206442
80.96991,6.5868883,2.2161906,0.17279911
67.67408,19.703861,6.93803,0.26530746
62.492554,24.18753,9.727476,0.37409246
67.16184,16.778486,6.186751,0.36876494
71.31729,15.397494,5.4870815,0.32557866
70.22016,15.113526,6.4121475,0.33790508
65.168915,20.591063,6.998437,0.2542633
69.59696,18.759275,6.9214725,0.20992741
67.56699,18.479488,5.9502053,0.24764872
81.49608,6.2386837,2.0289085,0.038022786
68.69935,18.724367,8.503414,0.24966235
73.302505,13.554031,4.9628196,0.24478939
71.47833,15.79513,5.600794,0.43421668
65.58131,21.690811,7.8121324,0.25714144
63.190483,22.9118,8.275808,0.28057092
75.45691,12.732005,4.8814163,0.14338242
68.32606,19.812302,7.857272,0.39244276
66.79734,21.398281,7.1933084,0.64548564
67.6382,20.903526,7.865923,0.5237094
68.50244,19.004047,6.5365243,0.22910899
86.65236,0.806036,0.0783577,0.022720426
74.98129,13.466085,4.7567477,0.15281044
68.11317,20.664661,7.306899,0.5805114
71.74914,13.250572,5.0701456,0.34621474
67.585464,21.326279,8.165304,0.24976051
70.92771,16.602488,5.4681096,0.5674398
85.022446,2.6138954,0.7083993,0.07112947
69.51689,17.580757,6.380261,0.423298
72.32546,14.660421,5.095619,0.4246936
71.602615,15.622488,5.3867455,0.42842668
78.492165,8.310209,3.3879402,0.19434834
70.29403,16.841358,5.62842,0.4550538
69.13336,17.163477,6.1310644,0.48729602
74.99136,12.0054035,2.7537277,0.5117551
84.18964,3.2142563,1.4395323,0.06788902
71.88535,14.6467,5.266451,0.34148726
86.477165,2.0228996,0.6379819,0.010837704
66.37226,19.9236,6.61127,0.27625722
69.374596,20.079752,7.647197,0.24775924
74.73201,12.606404,4.123166,0.40597585
63.539948,23.332602,8.475013,0.6420249
72.09156,15.351451,5.5369554,0.19640778
80.364136,6.175004,2.5468597,0.17514063
66.70073,20.368076,7.9320436,0.4023412
78.0279,9.822201,2.9154608,0.35893577
57.95815,26.961105,10.737713,0.3128286
67.566925,19.396885,6.5955825,0.23861046
69.966034,16.452168,5.5535355,0.47762206
70.90807,15.1813545,6.1964984,0.26898026
78.61361,9.20001,2.7972076,0.29155675
50.474915,28.557468,10.73742,0.65601516
66.364044,19.034843,7.0009336,0.5302849
62.103947,23.902504,9.370977,0.62403476
70.43714,15.659536,5.999023,0.42737824
71.115456,16.301193,5.3064494,0.47179645
79.277626,7.1814623,2.8254461,0.21245922
69.738304,19.096455,7.976981,0.24195673
69.85087,16.11236,6.4043317,0.31767547
73.29764,15.320588,5.6118846,0.28371495
73.58906,13.709303,4.6529717,0.2663837
66.35283,22.304674,6.8840904,0.7216042
72.90755,15.236408,5.1189904,0.18758005
80.40617,7.242405,2.6391532,0.03909406
62.422234,25.28291,10.224585,0.3378656
64.28897,22.100582,7.9820547,0.27968696
67.39332,16.990103,5.976891,0.30104303
71.94324,15.4022,5.3170786,0.2908534
76.30492,11.373356,5.148659,0.21205217
76.322365,10.919162,3.9937367,0.22969612
65.52981,21.540405,7.52029,0.637115
72.58007,14.198895,4.9031,0.18527284
56.832546,27.9538,10.042685,0.5124995
81.28874,5.790021,2.0239644,0.17264044
70.59823,18.19114,6.9184628,0.18922144
76.02296,13.187651,3.5388699,0.54253703
45.392906,31.780731,11.96901,0.50108707
78.41258,9.254691,2.9500432,0.09473275
79.54211,7.760499,3.0241354,0.05617425
66.195816,20.608366,7.642459,0.5648838
67.35804,19.345675,6.542872,0.55544037
69.709496,16.31589,5.5532665,0.26301396
66.2935,20.228596,8.100882,0.5155587
73.728294,13.234493,4.933764,0.27143744
78.06747,9.385742,3.2438412,0.18939117
67.21947,18.966421,5.263207,0.68966174
70.60485,14.758228,5.4155884,0.31513345
60.782516,24.716816,8.724178,0.3831631
56.053207,26.635307,10.086512,0.5250274
75.24474,11.647821,3.9684825,0.18592535
74.20611,11.1530905,4.8310027,0.2746166
67.761536,19.039173,6.732375,0.2687925
81.21653,6.4702063,1.4879036,0.2893941
68.733765,18.53087,6.7984924,0.4809295
75.533516,11.529228,3.9127479,0.37087518
87.33212,0.610198,0.18338537,0.031689078
75.3729,12.198671,4.183485,0.3720047
61.945686,23.447052,8.139397,0.5401627
68.97154,16.67723,7.0092764,0.33940578
79.3965,9.116251,2.8757873,0.08319937
67.5962,19.147833,6.3909826,0.2558329
75.456215,11.111941,4.313004,0.22421928
65.25697,22.887384,9.303834,0.36825663
76.2768,10.571312,3.7655313,0.29052305
62.69761,22.066368,7.517421,0.39202398
81.64935,6.378538,1.5496645,0.21591875
85.3371,3.94831,1.1133237,0.039577425
65.84467,21.841362,8.22554,0.2727721
85.984314,1.4248524,0.56293297,0.024681002
73.48933,13.602657,5.0329914,0.36891007
79.93972,6.860985,2.2923057,0.109833494
78.40207,8.852055,3.0445533,0.1966865
75.444466,11.921328,4.289771,0.19109726
60.69596,22.154198,7.6907783,0.37475115
66.97032,18.938953,7.6527715,0.3786338
72.45617,14.612549,5.356175,0.14393632
73.54481,14.098671,4.9509563,0.25218928
80.90886,5.6891575,2.4850094,0.10881102
82.27838,5.8099203,2.3486202,0.018332124
67.72091,20.45715,7.720872,0.31963286
72.732735,13.115265,4.670159,0.40198606
64.83572,22.54103,9.171984,0.6357332
79.55724,7.9017425,2.996265,0.051030368
73.40664,12.802502,4.1851063,0.14113529
83.730316,3.2146435,0.9047513,0.1245085
71.74833,15.092944,5.3847337,0.2872985
74.10679,12.860552,4.9192114,0.2891298
78.06165,8.812133,3.1787858,0.2622895
73.58094,14.167366,4.907521,0.40961325
78.565285,7.8701816,2.7913916,0.1287692
77.08693,9.438498,2.821801,0.13537073
61.339104,25.08348,10.134268,0.5326413
80.97792,6.327158,2.5314672,0.12970552
69.59617,20.02206,8.035608,0.23284155
65.29219,21.319029,8.883649,0.44085723
64.74267,24.861488,10.412823,0.28254798
72.35971,14.181902,5.075801,0.25400642
65.680046,20.83861,6.8509245,0.7250494
80.78773,6.0137863,2.1556737,0.15256807
85.17046,2.4595366,1.0041146,0.05822374
76.88332,10.846489,3.430864,0.1304436
59.55551,25.552895,8.932182,0.496966
87.63183,0.50079155,0.10132074,0.014719397
80.64519,6.421317,2.3027327,0.17838883
77.01088,10.66436,2.8121533,0.52565545
61.801407,24.329666,9.265429,0.5369785
66.996956,21.472227,7.4669,0.56163335
66.744835,20.658047,7.486054,0.4431799
73.90099,14.573643,4.530992,0.4935599
71.02309,17.159258,5.482642,0.520922
73.53368,13.935266,5.145365,0.12079941
75.859665,11.59328,4.1122327,0.16870005
68.98579,19.722906,6.956917,0.22459489
48.34014,31.726812,12.040966,0.44797778
69.28752,18.046396,6.2907615,0.319109
57.056774,28.532482,11.436758,0.40715975
79.288,8.240591,2.6557946,0.2122063
67.8475,17.921719,6.882752,0.46488827
64.33879,22.7252,9.229132,0.6105365
64.63154,23.04342,9.906277,0.53035796
70.177795,18.005627,5.8121543,0.62287045
71.69558,14.665075,5.343992,0.3506965
72.45818,14.322836,4.9893713,0.229471
80.98439,6.0985136,2.0927362,0.1733096
66.16458,21.044886,8.204122,0.37513134
62.582973,23.30774,9.624323,0.6194885
79.97885,6.966423,2.9253438,0.14186208
76.60322,10.560328,3.7011166,0.2016986
68.57375,18.382181,6.7533326,0.490906
66.49604,22.272478,8.366793,0.24968319
57.596054,25.477272,8.882877,0.6011315
67.57211,19.128422,6.74614,0.30470905
69.955284,16.563969,6.5028358,0.25304636
69.29454,20.29758,8.182034,0.23926717
66.17462,24.338844,10.24831,0.26060033
85.8356,1.2478781,0.48383856,0.03740588
66.54848,20.293299,7.7057767,0.33253807
65.764824,21.745285,7.806617,0.29435417
66.99529,20.926378,8.48853,0.36652997
79.74501,6.987088,2.3833642,0.089532346
74.11011,13.600303,4.7070026,0.44778192
62.145718,24.694458,10.008567,0.3892383
84.391266,3.177908,0.7506275,0.017737806
60.9184,25.038822,9.981075,0.3487606
67.86217,18.125616,6.261951,0.24468088
67.307495,20.23436,6.577592,0.6055207
79.381386,8.103653,2.821321,0.14351693
69.91108,16.507956,5.8570056,0.30060065
63.58539,23.002262,9.574126,0.42226893
70.33985,14.384923,5.364344,0.34833208
69.39216,18.19857,6.3424067,0.20483877
70.060486,16.974676,5.8653536,0.47247016
75.04354,11.785057,3.8511858,0.104421034
69.78087,17.50603,7.0362806,0.43401814
64.73609,24.242073,9.276576,0.2929437
77.36089,11.6149845,3.07586,0.44776016
69.39547,18.839115,6.4329705,0.2521007
75.7017,12.407904,3.7774394,0.465908
71.03883,16.015772,5.7570887,0.23340216
74.35792,11.502098,4.3274207,0.34356093
63.32697,23.160782,9.798543,0.59846294
59.895226,26.618729,10.426199,0.42107838
63.802242,23.364244,9.209804,0.2594511
69.12799,17.540237,6.1151314,0.28446454
69.5687,16.921265,6.0375032,0.3522141
66.00758,21.185495,7.9625006,0.4731928
86.80136,1.1573601,0.75148726,-0.014882237
66.85837,19.700283,7.1220026,0.3215049
69.10032,18.1389,6.015093,0.60618377
68.94003,19.25081,6.6871433,0.3193985
52.645508,30.657156,11.211174,0.4166597
71.938354,16.226566,5.275192,0.21342154
64.508965,22.610044,9.180195,0.64689755
63.258617,22.795341,8.748147,0.3189757
59.076126,27.43761,10.88267,0.45115107
66.373474,22.734861,8.187429,0.33304352
57.830124,27.561409,12.145393,0.41254294
73.005295,11.789957,3.7685626,0.15048854
74.87085,12.379471,4.4703407,0.3248123
73.24831,16.26016,6.055762,0.17347948
71.46385,17.49217,4.3667965,0.6712551
78.1852,8.991957,3.5097327,0.061303496
66.71161,21.16617,8.42646,0.23730415
50.232193,30.803116,12.322938,0.41679114
86.30447,1.0838757,0.14086199,0.051262885
72.25328,15.164551,4.9827976,0.22128469
73.59445,12.915407,4.0859885,0.45770022
63.66246,25.27127,10.628185,0.32676476
83.57166,2.6113195,0.9421973,0.0935756
65.25329,24.268066,9.735405,0.29728773
72.19489,14.897472,4.707801,0.44266555
67.16255,21.69885,9.268978,0.21769431
70.0216,15.543601,6.258969,0.3451941
64.78769,22.699785,6.861081,0.7792149
75.08194,11.864752,3.5392795,0.43061966
59.774067,23.8031,7.924993,0.3322622
67.53257,19.117294,6.750202,0.32652164
76.63351,12.279551,3.814514,0.15901521
83.14262,4.713562,1.3068061,0.18444225
64.333244,21.437397,7.7711697,0.75793755
80.559494,7.37923,1.9885302,0.31718937
84.607216,3.2787437,0.948339,0.07832515
56.507088,27.907963,10.429223,0.38127214
68.52437,18.121862,6.501224,0.28755927
70.51648,16.158607,5.5926414,0.33080503
69.95122,17.800638,6.1336317,0.25034583
66.86581,20.683758,7.4481297,0.53847265
67.54136,19.802229,6.8994727,0.2701696
76.659546,11.232225,3.9024396,0.29724914
67.27662,18.065125,5.8446774,0.23023903
67.04068,19.259068,6.8445506,0.44525596
87.51901,-0.021176338,0.020746231,0.014813811
73.57503,13.050227,4.5934443,0.3915425
57.439575,26.671638,9.13964,0.37456506
83.13059,4.6327696,1.2351346,0.18145117
63.32011,23.1763,9.551061,0.4625341
71.25687,16.64659,6.189821,0.17578992
54.33435,29.741055,11.90172,0.41818064
70.77627,15.686898,6.2201223,0.37029204
69.55644,16.90648,5.9708533,0.19336706
60.391132,23.034061,10.990149,0.6429268
72.979706,13.890989,4.82584,0.20523252
84.96472,1.7469006,0.06528139,0.12187998
58.311024,25.446045,8.958562,0.33611965
73.1331,13.014356,4.181557,0.11855483
68.78252,18.580252,7.3416033,0.26166666
67.8382,18.291698,7.1478453,0.43092412
67.05149,20.52342,7.251289,0.31134036
71.92565,15.534556,6.347225,0.25166237
71.44644,17.20897,5.5012856,0.1955558
57.398567,28.040024,10.280113,0.5163013
79.909454,7.6872034,2.804305,0.23692814
66.42476,18.555079,7.201964,0.28636992
77.25302,9.863308,3.4529645,0.27984458
78.10614,8.001959,3.2669525,0.23875642
65.558304,22.482334,6.3311796,0.7103654
70.72391,17.021505,5.4840746,0.241695
84.29886,2.0022783,0.7860141,0.06308289
71.28727,16.912296,7.325633,0.26126432
62.75712,23.041218,8.064297,0.5491402
58.71862,25.418983,8.76553,0.6685794
70.541405,18.4036,6.1522045,0.5470966
63.441456,21.79453,8.257005,0.28489137
72.80991,14.608029,5.1412153,0.3732354
87.12407,0.61925507,0.08843899,0.013603926
74.83172,12.871651,4.328724,0.36344424
65.49797,20.11753,7.025715,0.31988317
74.69614,12.003659,4.6073294,0.26342338
69.57888,16.883598,6.7749186,0.23321426
67.03708,20.150251,7.2442513,0.52562827
83.76607,3.9666586,1.0689702,0.14473647
77.75952,10.680756,4.009367,0.07603206
63.57191,22.14402,9.090177,0.5708907
84.28685,2.6419907,1.0746684,0.10262099
69.267876,18.805628,6.73634,0.24225
63.4957,22.273285,7.6281824,0.2903987
74.137146,13.880686,4.9228363,0.12411772
61.180622,24.817974,9.341795,0.4791386
58.784603,27.727444,11.704208,0.37719074
77.08802,9.330305,3.5129423,0.24505502
63.74396,24.797295,10.723675,0.2815318
84.51398,3.3588676,1.2458024,0.074270815
71.05701,16.931244,5.933911,0.2513804
66.71137,19.28943,6.1678505,0.6400981
73.732285,13.72575,4.5476656,0.20937106
62.624557,25.634052,11.4751425,0.4096849
65.05932,22.96003,8.591872,0.2898774
67.78136,19.580273,8.38138,0.36436117
84.672066,3.2497663,1.3682766,-0.0007106364
69.51552,18.242111,7.1460543,0.3290733
75.757225,10.416346,3.7277503,0.30777416
82.375275,5.3840933,1.6296129,0.19620845
78.392944,8.228128,3.1972523,0.1961005
79.39115,8.329985,3.0756469,0.062740356
80.2433,6.8902016,2.5227683,0.20784074
57.04094,28.133686,10.485572,0.4232498
74.485054,13.657194,6.174503,0.1834192
76.627,10.182877,3.9892812,0.243439
75.22434,11.793267,4.618845,0.06073332
66.012794,19.785051,7.020244,0.47431996
86.38014,1.1167126,0.417706,0.02224335
85.14761,1.8573427,0.56140184,0.031464756
68.41496,17.145866,5.9545455,0.34406522
72.55791,14.458288,5.184121,0.3920485
62.21421,24.825743,9.303339,0.31982636
78.93253,9.366642,2.7407312,0.3447177
76.72689,10.715368,3.5861359,0.14786126
70.097336,16.899565,6.415832,0.3762461
76.91849,10.046881,3.947833,0.19701126
58.94033,25.719343,10.211318,0.34436032
58.8095,25.941029,9.215118,0.36545202
77.34921,10.304545,3.5288415,0.10404366
66.02891,19.377602,7.43449,0.46170634
69.733894,15.677638,6.4658985,0.40170556
66.02892,18.817366,6.1580987,0.47427174
68.15224,18.26005,7.036971,0.42607367
66.50367,19.99349,7.929702,0.51181614
