Water,Fat,Palmitic,Stearic
62.26421321155871,25.49739125596774,10.019610214131431,0.4367733393450564
61.592886571260564,25.622253099668765,8.68361412476348,0.32985208250029774
65.68539100910442,17.930496733507766,6.848372731103174,0.40858675999625893
82.03967712309472,4.969234388521333,0.4016910692962681,0.1215094725398476
70.31044676396569,15.859079578669672,5.867022977829758,0.1960956289144774
82.34892832172221,0.8634981169684135,0.5472950563669281,0.0
51.86061633918406,36.00981420197106,15.316613962530989,0.7442030628800935
78.56653750976477,8.027833588797076,3.602207477394146,0.1659655240459347
87.9384845377185,2.773517015913069,0.30012292815680164,0.0
68.00182470294457,19.708096616104072,9.145026850949268,0.4087766207570941
94.18472910230345,0.0,0.0,0.0
62.20581390671335,27.6638155452364,9.265497817549658,0.7152688440274962
66.44485258176319,19.52368743988064,8.248769301734184,0.2941556438951376
52.54781083867666,33.183879695403746,12.294129777331474,0.697917304959126
68.30275477620567,16.21792311972706,5.795421010324128,0.12450057982512511
59.73685996901968,27.599097613783183,10.657918967283765,0.4431541705658981
91.4628630093128,0.0,0.0,0.0
77.55290998278414,9.397600499966561,5.084854477430073,0.13956551561142555
86.82380940812725,0.5685438282546287,0.5685438287689422,0.0
89.58506026931025,0.0,0.0,0.0
61.153116892394635,26.74206407528631,9.82878070937306,0.4546279348988969
57.05270668361626,28.583674988823137,10.993794842717895,0.4708386048357754
87.77751916071674,3.652326043070802,0.9100088744559999,0.3374461742155396
63.075075475046454,26.75836812854967,8.779622545468355,0.7852523747944624
75.48663455148359,15.96195246794067,6.38960116611293,0.20153315331779864
67.33869998279016,18.306599522042116,7.5288977574986635,0.21424566740695064
72.83609944792781,16.18724114234314,5.563821024244877,0.0
67.70895974852704,22.139220326238227,8.1096802687338,0.16006786722518812
76.00247530445888,11.783059404520403,5.706608396894671,0.221288113102966
66.47891409074208,17.90221204253388,4.613611771893537,0.3961222923124818
80.11889571473539,7.058167862241414,0.6465608035905326,0.07669906237678806
64.60114610615638,22.741763805174713,9.261134531597678,0.6415549091868599
80.83490146869197,8.87894200789891,2.906764483662583,0.11653287802632285
59.19946399285131,20.856442324069853,9.378891421723566,0.17442264008687186
67.27506866071083,16.826643501534456,5.81909095928322,0.4550991184124189
62.42208098323806,24.1626802200435,8.683786021852423,0.4196822087249262
74.39800973553388,13.008389632707937,5.303113401655214,0.3184900384314239
66.35533182721234,22.681036928663822,7.510289721336655,0.3892826140053236
77.723375866238,11.342388390015241,6.082181147175599,0.3662740885477155
74.4185814154275,13.061069065848134,4.197892217436413,0.2179391085436894
62.90638915072586,25.377413576239135,9.90197607644624,0.6898077317303613
66.38437771552572,19.092704896314178,6.78661485141647,0.06844267717558478
70.86284893082455,16.731442742520457,6.415469634630519,0.06670582661822289
68.37653501940066,21.957776489198277,6.795057102352806,0.4220068730312856
72.63861251056576,14.067975583696256,6.7830071058219765,0.2742504677916377
76.57705757807129,14.04271508424782,5.224561294604034,0.2714830955965761
72.2604706436057,14.933493762055331,5.84506977861178,0.3915214994196913
81.40939217103467,7.532390770673499,3.6278380512186668,0.2723734737992731
64.6381919009227,24.745221052346587,9.233805911286934,0.5682692115991663
85.8110217646891,1.6473976362231917,0.8092816636590106,0.04091447499048104
62.63347528818651,23.95062378930026,8.10572165555707,0.5290923180564943
86.42610307061257,0.0,0.0,0.0
79.27093873350607,10.438480405766025,4.783835945387491,0.46789718389366786
86.64785252277733,0.11178130286582703,0.0,0.11178130373542851
85.4093273904862,0.0,0.0,0.0
87.75343325069284,0.0,0.0,0.0
58.868472707530714,28.715239876950026,9.67756811451016,0.4907687335896785
60.08495061080173,22.138969090633765,9.135653024798163,0.47854598042955393
64.3219870880495,22.498865757476285,6.731906533407378,0.5074915425182308
84.06219115049849,0.0,0.0,0.0
97.73398265249477,0.0,0.0,0.0
66.45621493915489,20.45760256696671,8.723762669496951,0.3803709904239018
62.524036759915354,23.766649457025167,9.029942451392296,0.7644474964045567
