Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity
0.9971755312950057,-0.3089507697794869,2.563697802559091,0.9964472165558211,1.8550155111175672,1.6968626371672793,-0.5049915618319327
-2.3845040743170163,-0.8540139017927353,-1.394237645684849,0.6483616430110294,0.7875924935493591,0.6698448267495016,1.8935031728140919
-1.7209054833523818,-1.9226126361471734,1.8057862913704756,1.4025732300374227,1.8262504674771245,1.8015541031846165,0.6921790977354593
1.0963587015582137,-1.769703916043415,-1.151064980592026,1.1360483187224275,0.11828202926497267,-0.29657229823119025,-1.011716433037681
3.3816592931738096,0.4664038803359132,-0.38285009758748123,1.95114601085,-3.4317515909595238,-0.597438390622436,-3.63182358715188
-2.5082623041963057,-1.3358418475500002,2.611897711288515,-0.8803333692738091,1.8611797852871148,-0.42551501199447006,-3.55833885233416
-2.3254704866302633,-0.580289634914706,-2.7695541432555557,2.307479584894265,1.3935611630739688,1.965655126314286,0.8203231205277779
1.7455085547166258,0.8921753984386558,-2.0124297356216454,2.2107970825322725,-1.504755405627273,5.541789942878788,-0.6367118432921657
-1.6826598402524724,-1.6837764779642372,-1.9751677524810245,1.249773126621751,-1.2483630334999996,1.5500229462857145,-0.18579513388502622
0.7808430654803922,0.7033117442283316,0.04230664075757551,2.6742592321437737,1.1940553046578946,-2.71991122430147,0.1408917553514215
1.9232198167034482,-0.637147715452419,-2.785742145592105,1.0399821771846844,-0.8459588949220773,1.650478861937198,-1.2353807631090912
-2.1415908172749996,-2.1326632947769606,-0.64957432015625,0.7051059847949126,2.1590634462000002,-0.9119133493131865,3.033812522333333
-3.7238023447249997,-1.139922323244344,0.6591008312777771,1.292564816860482,0.5658213507540792,4.064742816140679,-2.3062570895595225
0.7400170906890238,-1.4974997873041143,0.11722425379069756,1.2090020827117647,-1.5901178443287876,-1.259921341956363,-2.666919006342906
-2.983127753939655,-2.053285890455814,0.41016553253528554,1.3578934137495464,1.8301781913846158,1.537885487596154,3.594504795595223
-2.0786891431500005,-5.008827432041343,2.9446045878326084,-0.45545216959134605,1.9996195469942029,0.7264114073980343,2.9860233234138884
-0.11947480372222274,-1.4887119658098995,1.017675442848685,0.825839793947619,-3.43841427147619,-1.8079332896374998,2.083430187468676
1.6299519791778585,-1.5213538601300873,-0.6571762668499997,0.1453989708725807,-0.33744875017728937,-1.7133836944511283,3.1911813232785713
0.3243963465298101,2.1039649139575762,-0.13707324046992464,-1.0405639396153852,1.4049614032529618,2.7305115460651113,-1.9191978441835158
-1.5249210248536038,-0.4308588702791667,-1.9889460189761903,2.1908273418083333,-1.0025309812188943,-1.0653224249714706,-0.36406507905816976
2.1852660240984845,-1.2069301106034178,-0.9854165695405794,0.6594525996370657,0.45917028089136336,-0.041838396410714074,-1.5861962119566142
3.1898578467201224,-3.1669071016523804,-1.8896784178163752,0.5059819820701755,0.8741922750592334,0.9604479724249086,-0.06901961770135123
