Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity
0.4553318438068023,-2.1741663913318128,-4.785681728992213,-0.5683569453328219,-0.15198740304411018,3.108227292869385,-2.7709738613223696
-0.7677607237164632,-1.1672693328422685,-2.566340449106578,0.6959629149006864,-0.32928683270048054,2.2177776283755666,-1.5807866150843712
0.7461380075010834,-2.399486599776619,-1.2693827368706931,0.9881568870286964,-2.7829794540827133,0.595265274811756,-1.8695489833116314
2.4322164144388814,-1.869813528073587,3.4288431048314165,1.7949475790344098,-0.006743703441686177,-0.7300636671999787,-0.7685034351012956
-0.9524618145894385,-3.9000622339709023,0.21611011424497506,-1.0762778951436174,2.2941531636802344,1.79309298769835,-0.6288024279078825
-0.9524301907486412,-0.5773021711950561,-3.178312790740483,1.6890809322239466,-1.9897167581860078,1.2214870231152577,1.663838994802127
2.5404357709277194,-1.3972741990091149,-0.02055215415042988,-2.9610828867488372,2.607782020988154,2.1625552795034557,-0.9298740296026059
0.9767925679834008,-2.47045103376304,-3.704162705112549,-0.04957483850331357,1.649235312689279,1.6748253978714354,-3.4317264417363624
-1.405736060194474,0.1890074064514884,1.0190776373357966,0.03690921579401607,-1.034764902297158,2.452091960159666,2.0209058653610255
0.5436399866171577,0.35699353396203004,-1.062945361884512,1.9862288969140813,0.09351152275670416,-0.5205417286588615,-1.4103330880720801
-1.3940696858583166,-3.3875493393939125,-1.3331182613798755,0.6677304268386028,3.9099078186533847,2.9544899199753467,-0.5608638079896826
-1.3985231666180091,-2.054557248485434,1.9263871444823377,-0.9992824646512979,2.0758794925719863,0.8540582579914608,0.9381196156597136
-0.03537005435347436,-2.2541500837727324,-3.976732430643766,-0.9105136285466072,0.6955184632506443,4.376043153620923,-0.33728392869967194
-4.186788240971535,-1.9464261536422618,-2.721690328292525,1.4303632764166054,0.18139929728578047,-0.8093151960025516,2.6357012141804157
-3.8239654321383534,0.7935949408788651,-2.47518086448156,0.4195722366030953,0.46415378493872617,3.739613583400783,0.3773996363114458
-1.5845123084251793,-1.1315065965048703,1.3861013092826604,0.13360816677625742,-0.4465865910436352,0.8546419452344005,-1.7594229607415648
-2.4523472939778284,-1.122363441565148,-2.971353800660735,0.48900046901055205,-3.533837964394317,-0.7384692354643413,4.85681552602825
0.10386509654887406,-4.220756169125655,-5.5269925978780385,2.0590383917189277,4.868984785676852,-0.424224179234158,0.6960131902542356
-2.250468448025219,0.2688430884754929,-1.139044793788428,0.35246231692912056,0.6791136566366105,-0.1174701188670637,-0.07541121296994713
-3.2218095356228558,-2.552661055644632,0.35197143527576424,0.7479905233806836,1.4853810956545144,1.2790354607418943,1.9127841540877308
2.3216892285811026,-1.2742520081794715,1.5185146394107747,3.8179050011368525,0.4496792602659011,1.4641128446274032,0.3989307426951593
