VitaminC,TA,SSC
28.387538098436636,585.9848251784233,17.227383226499455
27.41951906484103,538.3507219599592,11.807063825215245
33.320703306759256,186.9887780941504,16.19598786046164
56.90275604963862,428.90219480254655,10.455278662272812
39.989799590735444,403.0086361185301,15.470176068031321
57.34868062415084,75.99504591390982,17.204936161923275
13.386078025525302,642.0342933409509,22.151073061564933
51.89466453319722,405.86476899613234,18.386625293144185
65.40853775127752,745.7284453428751,13.362188793210311
36.66088343830234,555.8451583275238,22.51536949479442
74.41530623632676,564.9676607544288,14.653724392706104
28.30332925694935,781.4382695176763,11.013310431271746
34.415808451538915,401.4797580580501,19.28274794172344
14.376977708868127,440.95816028800607,14.566809350748166
37.09480937124118,259.20312964376217,14.649665673512422
24.743222654153346,557.7396346482246,16.564096575790597
70.49051310768927,181.93050362924455,10.208990143202566
50.433064947847946,443.3211001692961,22.13178456605406
63.801232637866924,434.04166964940214,18.272217966377326
67.7828166086301,389.23638180294785,12.131856035215696
26.78539344850711,603.2633554320931,14.606689915080986
20.872809485081532,412.22617360739036,16.397692013854336
65.17643382550692,812.90942660284,14.428125906122819
29.55676043755303,774.2464028063503,10.473150443808962
47.45360036818881,868.9571801310169,17.362009551352322
35.70469115838307,367.59903912115095,18.29518707049095
43.631662915630976,656.1007344700757,13.788788716379331
36.238586998489716,755.1342219470022,14.801460243432725
48.19741662276587,527.4925147849061,20.976595083436454
34.464923423335534,254.34053858644205,7.48617471709878
54.13308648633538,452.96022227043824,8.270322306861633
31.75727703982817,536.8885453042561,18.404233481949163
55.165530540225625,684.6927720781543,14.381966630264083
23.96832485883028,-113.99170988251991,21.702958180803062
35.612938012882566,224.94969303263926,13.826204186731731
28.61517543412924,476.31585094571983,14.004490281640233
45.883858488415,499.4759637972307,17.552114754439266
34.28672405490515,685.9450327557062,11.63849303689089
50.67886812301873,638.4325688778817,23.110754914292517
45.91352180950892,506.16784380605316,13.144258574665406
29.313523296573347,631.5007504120929,16.94724647315514
34.32860675558651,356.23983726411245,14.204914962803715
40.78633555343963,532.495664594022,16.305189242005106
37.20119674726478,797.1982539978602,9.925857546816658
