VitaminC,TA,SSC
22.869861203830368,388.0560645372649,15.714789813486368
15.565091978221403,398.98606135430947,20.56240646871686
47.525128761904725,741.5083548648648,6.727797297297297
29.302190727650697,607.1834974358974,12.128647361647351
55.317697953667974,279.54561145833344,12.185942005420053
42.52589378472223,965.1931505093379,17.84157722007722
11.446147289348183,708.6714599567097,22.02539404761905
21.942502357658377,823.7453077863577,19.713446275543838
43.67012153153158,518.9498248024315,5.865153846153845
62.5162501984127,506.25375957132314,19.115949013157902
28.702065670995665,629.6476097435897,18.385147619047622
51.81052036317568,364.35220470085443,18.906816957026713
38.0731715661104,76.57681709459479,9.422428876244666
28.138234763257586,596.0168184090904,9.321928048048045
23.15914,391.9800524060155,24.571281701631698
22.551149439124494,297.7006944444441,13.115484126984128
29.817087499999992,350.75631522727264,21.43293673780488
41.88955447368422,480.6311328671328,11.247018037436181
67.78632622372373,822.1722712121214,12.16499285714285
14.10960936274509,389.5931886363638,15.885322493224932
65.06693972222223,496.0481748803828,15.568485897435892
50.825775757575755,300.9171400152437,24.59069515669517
12.332935669642865,42.71928102980968,19.77236410256411
22.18684771428569,546.6592789348169,16.8704740936058
23.61779264957264,681.3534714285718,10.404622051282056
53.87380662162164,1017.5460087482217,15.712250000000003
37.74371192307691,647.9207651778329,7.7473052884615345
44.852775721982766,419.03846160776163,18.160137195121955
49.24930514285714,440.2215713032583,10.952570476190465
32.40318408333334,359.9612450483091,10.327510822510819
30.657376929824572,645.0629181818181,18.503531839156224
60.06219563025211,853.1230405405403,15.999300997782706
36.18699807017544,518.7339967408584,15.774820779220784
16.61576089130439,378.7381921052632,21.078117153888577
22.261918790849673,538.4356668521461,12.826376201372998
40.27686023391813,423.01257787456444,11.354740384615388
43.088998503787856,194.46526444444407,24.52097748592871
51.52899004608294,8.51327426829269,12.880039848197342
33.926588681034474,560.8598417004048,15.051046052631584
61.91075,480.46346428571434,21.188288220551375
38.93938201388889,241.87959348659064,16.37991545391546
52.15253724747474,754.1965054924244,18.949514004914
47.085415064102556,377.3816210317462,10.340348724489806
54.58392956709955,878.5298577235774,27.16264865319866
64.81941166666667,208.98917371273677,11.461334447674421
-0.24115401177460427,506.28672738970585,16.73839548172758
25.743095371621617,478.4174475839475,21.68203846153847
47.393895251231534,750.7772126984131,8.401706633906635
35.27169643750001,440.9685736842106,16.50318900900901
44.82916224662162,242.54205611664258,14.593182926829268
54.54157954761904,312.56534864864864,21.556030888030893
27.05241072463769,525.4155280293755,15.591264742014744
45.96483842578712,743.9636287449391,10.328100600600605
41.881104264705876,638.9860018761725,18.0648160462131
55.36018349898578,540.33749650053,10.871365277777779
49.249577420634914,603.5682510989006,22.043193901593902
17.146893355855845,191.43988947368405,13.620810897435891
65.49941439024391,345.90301535714275,21.645870354457568
35.54972771065182,253.26600344827568,14.123904181184672
16.515611383928565,770.9242177443609,17.330513184584184
62.647761776061785,524.2850062337662,18.964791187739465
67.4621808933934,538.0533342682927,10.880689903846154
15.716864848484864,721.3097290909094,9.65933441558441
43.20153878571429,590.3029976470589,12.886740540540533
40.824924140271484,538.3556040151511,15.10399431818182
16.358573095238114,504.4657789314516,3.7330885017421593
41.53308282051285,407.9917032679737,12.135749249249248
37.52785214285712,585.0343414261456,10.400998123827394
55.23411052083331,553.6466401948048,9.31063555555555
59.614907733887755,553.6645133223685,23.222309560723524
49.83073298311443,494.45648678571456,22.922054655870447
61.45725486486488,815.421513667954,14.904917293233085
16.232704698544694,517.9879895752891,14.375587804878048
39.00356837606837,346.8745703521706,21.959923461091748
32.082717541720164,581.5941058823532,16.366898724082937
35.05948805219013,564.0517930706521,23.423082539682543
29.28347066202093,383.35807079589216,13.54948292682927
6.808587142857149,536.2553872235869,22.866784331116044
39.872281888341526,571.3863675,27.873865567765563
35.51584,689.7427173484847,23.34321081081081
