Glucose,Fructose,MalicAcid,TartaricAcid,Potassium,Magnesium,Calcium
116.98901243008434,49.64335346993134,255.41968974142824,150.54408040194332,64.3241497299842,4.369810415915609,4.681050101554121
101.79040703089382,49.12509021850404,213.0591526317459,71.203833057889,27.5649387571674,3.7383694335956754,5.694841290970459
194.44330699267778,175.50251131030706,-99.4035506922952,135.44696943989118,98.489272055999,2.5598270244982038,5.825074075710347
564.6987479529959,556.0549203179157,115.72765937389639,51.41699740417,76.52199310723455,2.86203097020918,3.7767847840194135
299.1529865253903,230.36532221728476,92.70077360456706,124.8228561961201,38.8207559160117,3.2537526592318526,6.310618162409349
571.7000892599318,568.524077855421,-198.1091795019651,150.21551016027084,13.209920420040527,0.30743849571514503,4.439106430368185
-118.54486050731475,-198.49592066362231,305.26392770655855,222.61488295777554,107.28269372955384,7.125145078965993,14.66873071259061
486.0680556630917,487.50644415607684,95.24070433858274,167.51255504154378,73.85626779180316,4.665595620450483,19.562065402753763
698.24572916749,716.7197096411137,397.4781120229729,93.9670671917318,24.29200628418557,4.019421456723316,11.396635836287318
246.8865731059218,216.6030779921513,228.61678195379722,227.9472936478423,88.29542076951626,3.4555801223617637,4.448470892503786
839.6585685593595,794.9616935417818,236.7293331823945,112.8719962801117,10.29666462801723,1.4439702014773923,8.050769191638198
115.66687215342641,55.92136989597073,429.23450565547734,59.58522058447295,145.69172844528123,7.805346281645962,-1.8192839820618956
211.63725709953334,189.53664444223944,91.34115745896409,180.6296035630833,50.725640529488096,0.08621921757224493,4.14291321191947
-102.98701220616044,-172.1786881714396,126.4489103019898,111.59977218844139,107.98908309766551,0.673962160298764,1.651151347678176
253.69952698216565,265.6176246394248,-35.184041727482445,112.81258653672081,12.6183128552159,2.9412479112608976,2.084493952086044
59.77059991385254,2.3158805966363794,230.30152101812698,140.8351826357375,54.34672166452153,0.26978985021140867,4.56665445826476
778.0364516738613,739.6895649811114,-103.90182417083412,47.81193457034427,29.269291227192255,0.7989537370674891,7.744531730376572
463.11987532945557,452.69569943587334,128.55024937979854,222.3325464584975,57.053531580856195,3.6423006154095945,-1.505050377963491
673.0098656906214,654.0392906031442,120.2981435494044,165.8379109972271,-43.9207173296718,-3.346315284921766,-1.4998487661923479
735.523640249988,727.9274949290642,80.45324398605909,75.95799833286387,125.59849876729812,2.6319387963213816,9.961658904321677
91.83417199656911,25.000436672721598,270.7853158907128,112.1835263188044,63.15965847773014,-1.459462903545775,6.704771718331857
-0.9977119137094559,-43.692577725824734,100.89783857430078,138.39942597164242,57.99636848590298,2.5098926286927283,-2.4444223958343576
694.601528116724,676.2662157636855,457.2214945461165,109.56978502633918,156.90459049641365,3.8089431347790876,17.30835024132871
135.34665658728832,107.84884180683149,422.8388496836247,51.67859666845339,174.50523690513486,9.06484835020472,-7.303786199161879
416.34010667252875,354.6437749979932,507.0642077038687,152.51468123227755,40.059877957496546,3.2530565591303757,-5.557248527038647
231.8736563719762,192.40553998710595,61.211369033076096,166.17412262365167,30.81467787795645,6.1746651400090755,3.861804763134348
356.33289897739525,325.57960316461117,317.7730747501936,100.21144891823403,-38.13350431191861,2.582303858138036,4.934885279818591
240.25621076030242,189.06293981399224,405.84257617709306,115.03448857446932,-9.562972302681857,-5.42811857777148,7.505115357507129
428.01856479212745,412.61254159513186,203.40305632876854,205.42339175842278,70.8332332138375,1.3800838203553307,-7.519337775320875
212.4083980065013,182.87109963113406,-39.50829588606548,7.956561964792941,94.45124168349597,6.17370162968523,3.972402524816324
521.2129141854135,494.2736792128299,137.1222253776991,19.434568908680532,49.36384720454898,7.86609288590603,0.899175053585948
169.89637343337162,121.95704746448665,211.7588533860406,167.77029595156043,149.24911373733872,7.607434839454068,6.408523325413988
537.423039428027,511.9404752185311,343.19969115112895,108.89412588289703,52.283172035837616,1.9321832616881798,4.427634971012222
47.604138917654794,0.3611522242664176,-367.0625233353227,216.05557476096064,2.677839515796762,0.11390845926825433,9.838335791301171
230.4330650156091,263.2248026075696,-65.64528429659167,100.75912008896803,120.53655419808018,6.60764060770488,3.898029019582221
120.56308475639393,104.94740656727637,157.8921550787316,103.36879339801597,66.26554898895529,4.35588312614922,-6.1803318499388045
391.6940133817305,365.85629306923585,178.4882144904383,155.29735743964943,96.52502498916225,5.896920202936628,-1.539471023862701
209.61053785172902,207.30062381027068,344.3133141925693,68.7363681263081,64.56911147544425,4.087171552741204,1.339602021352658
466.9791645950936,460.35168812288964,302.06094974606344,236.66228310710378,122.24488120008188,4.808699934857604,7.491430054405878
392.159749174612,361.8013595982137,184.4392372303266,90.77710066706537,62.32952158659386,6.641455397318412,3.1092216750665997
131.52765593143772,96.02185393132594,295.8965521082843,146.4435620274666,150.30379957727783,7.325357400053584,10.048676662842512
210.26812682324336,167.27354479771768,51.10974311194545,106.30252157897822,-22.86572046731806,-1.1342364562456155,7.294217846157834
311.6591825434973,242.2875034234795,207.8523079958431,137.04541115163207,-9.825204164861994,2.082434126337741,-5.676555017758035
255.3698864394917,182.62520310840745,443.2497040598438,43.66756436531541,79.77274765107802,3.3358860449817445,3.92110034412399
351.8618622982501,259.74430733981,127.77614587421101,216.79294752527647,75.4992539527924,5.704896234532754,8.611482824570105
441.02691083679844,393.188275036703,434.53045758084164,128.00745525468867,74.71225722292724,1.3363598760061741,7.870514151582254
343.30085983559394,327.99131787298455,169.39513180323542,143.95544065284565,110.03183860322208,9.534254505044796,8.230278094155354
550.4293123304888,525.2375541774018,277.36679098755917,179.89674301166642,112.58094473319926,4.992428374020997,14.085346433967004
170.7350775493036,89.0271364290738,379.63850465991715,122.06646604903683,112.98639050252075,5.364090936512339,9.538488040679907
650.0807000329676,607.3551457442819,137.92215678130339,147.9648889280954,68.52583473283148,4.798755502325106,5.5888043356503365
125.34897947840398,61.48739422847819,157.00691734827353,74.90144461459286,104.36681441652658,1.467347235460311,7.123489169597406
664.0059303098379,638.8597850258699,-8.784511693709327,119.38702200356427,-13.880307589711736,-0.6382102961360065,3.455044638662228
502.01545831286023,461.9679332008465,348.9812644102514,182.14477515990754,161.71387936702138,4.343954126994044,2.9032863529812545
