SSC,Malic,Citric,Glutamic,Fructose,Glucose
4.449999809265137,1.8015432357788086,8.406469345092773,0.9869669079780579,15.715703964233398,12.599527359008789
9.149863243103027,1.6690599918365479,10.370267868041992,1.960510015487671,38.29662322998047,38.629417419433594
4.300000190734863,0.7505699992179871,3.538172721862793,1.302441120147705,7.492109775543213,9.094130516052246
5.199999809265137,1.5917526483535767,3.824413776397705,1.9600012302398682,19.050743103027344,16.543827056884766
5.300000190734863,1.2570557594299316,5.892602443695068,2.455430746078491,18.187641143798828,16.158430099487305
4.699999809265137,0.8045799732208252,7.040518283843994,0.2773340344429016,17.863271713256836,12.81766128540039
4.599999904632568,1.3258183002471924,5.001512050628662,1.656849980354309,11.185725212097168,10.752630233764648
4.650000095367432,0.9125308990478516,5.70115852355957,1.8643903732299805,13.761429786682129,11.608145713806152
4.349999904632568,1.4691612720489502,4.9285101890563965,2.446320056915283,12.477575302124023,11.102673530578613
4.900000095367432,0.9125308990478516,4.027597427368164,2.1979899406433105,18.355268478393555,16.513011932373047
3.950000047683716,1.8464739322662354,5.031427383422852,2.782592535018921,10.329627990722656,9.216388702392578
5.050000190734863,2.430356502532959,4.8429765701293945,1.9082958698272705,14.936758041381836,12.789259910583496
5.300000190734863,1.3069852590560913,4.161814212799072,1.9284199476242065,16.7467098236084,15.485918045043945
4.400000095367432,2.0320417881011963,3.974472999572754,0.9340599775314331,11.327303886413574,10.170639991760254
4.150000095367432,0.789452850818634,3.070478677749634,1.0608153343200684,15.408113479614258,15.315290451049805
5.0,1.5595606565475464,5.0976738929748535,2.7656123638153076,18.938520431518555,17.22463035583496
4.400000095367432,1.357248067855835,2.530272960662842,0.5307295918464661,15.948810577392578,14.576605796813965
5.800000190734863,1.496911644935608,4.992179870605469,1.6236896514892578,21.898712158203125,21.030019760131836
4.849999904632568,2.5279290676116943,8.523853302001953,2.55853271484375,16.890995025634766,15.217700004577637
5.199999809265137,1.1510801315307617,5.427000045776367,1.8035088777542114,13.912212371826172,14.035367965698242
3.9000000953674316,2.126493215560913,4.883456230163574,1.960856556892395,12.351430892944336,12.053000450134277
4.900000095367432,1.6431818008422852,6.788368225097656,1.1435199975967407,18.376008987426758,15.970220565795898
5.599999904632568,2.055521011352539,5.7712507247924805,2.486790418624878,22.35222625732422,21.20420265197754
5.300000190734863,0.869949996471405,3.7777750492095947,1.4249850511550903,13.701769828796387,15.210803031921387
4.199999809265137,1.0643492937088013,6.267546653747559,1.2647250890731812,15.364200592041016,11.906240463256836
3.5,0.8643699884414673,3.898081064224243,0.9822206497192383,10.310233116149902,8.224238395690918
5.5,1.3435331583023071,10.461586952209473,1.683750033378601,18.582916259765625,15.317961692810059
5.5,1.1565725803375244,9.329453468322754,2.3578953742980957,20.67945671081543,15.799420356750488
4.900000095367432,0.5585200190544128,3.6613283157348633,1.5815379619598389,14.417641639709473,13.838318824768066
5.849786281585693,1.3115092515945435,4.093879222869873,0.8510177731513977,22.493947982788086,22.292146682739258
4.699999809265137,1.1184500455856323,5.094178199768066,1.5968600511550903,10.98682975769043,11.363795280456543
