SSC,Malic,Citric,Glutamic,Fructose,Glucose
4.3,1.3409526861452044,3.316143683171901,1.153884250218688,12.429197571161717,11.097165786570825
5.787632567163678,1.071206274941698,3.797323446771473,1.2448174702793453,13.946493970754503,15.171623819408474
5.9,1.0200756629914212,5.18743913888607,0.7269232258111658,17.88181147559468,19.497009751703498
4.7,1.1924563349562896,2.792983529867615,0.8339349035558791,19.357243134594984,17.65678452387211
3.9497935491476452,0.8801891369709957,3.0567882796296906,0.6885821191955505,10.616257447937965,9.67005707938488
4.0,1.5216392750304688,6.4686650414920255,1.5571164608239154,7.442753312327647,7.503722794029954
4.6,1.184745043872343,3.7497030880567883,0.5916423804205034,12.643705014592317,14.907357995299897
5.9992501638697835,1.3271174096685765,3.716964728352898,1.683449264132417,14.835367006309264,13.719832587888192
4.1,1.5020777807683685,3.8195852741583005,1.6898607244693842,13.921414580013266,11.059401324351203
4.7,2.3724667828648722,5.010901319992845,0.6193222296184862,13.407218621437236,10.891183373072595
3.9,1.5487795242568578,4.00560023335812,2.2635347206869683,8.94243293140679,8.23108460902794
4.1,1.065647488001999,2.508626954924701,0.8888778211241919,12.33826533884221,11.583463387808704
4.3,1.243049754320944,4.63048425712784,1.6824430727843736,8.793458277051899,7.7194353338091215
4.6,0.9278432331192916,4.87749634863761,2.0299909340427678,11.29028237813444,11.887002372309727
4.5,0.6523798397831022,3.413354804508245,0.8595582679893753,9.111625216052767,9.107603776457399
4.4,1.0362530895837474,3.4637015895927568,1.425185159801663,10.549837492170884,9.911370953119352
3.5,1.1799657276354925,3.1207035419508036,1.314765856570897,10.561801183505418,9.958046726216235
6.55452217514587,0.6103608878599988,4.4247626363374435,1.180815593680269,12.321685268445025,12.000819457176414
4.6,1.4876878415613826,5.265075174490025,1.6834289796163329,18.794277174991876,16.60274721039211
5.6,0.5826818579057631,4.849058238994478,0.8776561821624221,17.74224596000859,17.347382672227923
5.616190820904513,0.9541387652938796,4.475600017433684,1.729274050170696,15.374702719519263,16.4856450388712
5.6,1.0206860596369862,4.419824090044356,1.8795863587737565,22.54156894717438,19.541199441902993
4.249705872175156,1.6429267652964883,3.4572810082140535,2.0248349360841758,13.256946818087943,11.389012633846605
6.449806198638839,1.326860936672962,8.40126184488188,1.3613134724702343,16.594817708290996,16.527782070955997
4.8,0.567152859307388,3.288958569555041,1.119235144692376,13.545578611291491,12.869404558074168
5.25,0.9764869216658878,3.455396375878448,0.30049327216835686,14.817904523777896,15.326073035187582
6.4294919994308,0.6072563289741587,4.030213108491399,1.0786534849665317,19.110347633138005,17.99213824308713
4.2,2.6217442601656606,8.097123721224197,0.9327507223850107,15.024224238746266,15.861100466654943
4.486352420830293,0.8331537238401727,3.475745106842589,2.2195685811027404,14.402479643131604,13.784297293685645
4.35,1.013924759236072,4.937792522779139,1.977594517755518,10.20882001108747,9.822577273367084
4.7,1.1102893452880467,4.70630662082775,2.6622005713245405,12.734319364272107,11.886539203873374
4.8,0.7095989155821303,3.7247005025887345,1.9601156621250964,12.100249766562357,10.858183183432654
5.8,0.6182042528725853,3.548959026767761,1.392875444866241,16.892033020588165,16.94263613638808
4.1,1.3072443176895614,3.2212706999581764,1.6027957417256975,11.059935033721738,12.820220412925059
4.2,1.7238251740976147,2.495386040313863,1.672936541668505,13.946328887537891,11.99433459844914
4.749736834815167,1.763152495559949,4.8575707392093115,1.6037554312598237,18.46067183170557,16.91943996194199
5.6,1.3810099804204423,6.2061865902191515,0.9266887711806883,18.231598271031206,14.308106806520463
5.0,2.467221616488701,3.7722274029693796,2.6234448157122476,21.874961710070195,16.260468549682173
4.1,0.9006898893025517,4.08183074840027,1.125934931710614,12.558536953809861,9.834762023630077
4.996668851932526,0.6728564765223655,3.800818754241471,1.4942077178244335,14.765215977053094,12.813763106311653
5.9,1.359358792884078,3.713516531828499,0.6222883514742735,18.52595238691979,18.965174099871735
4.55,1.7854743769561854,3.392762783194276,1.096024767502679,19.830115481925287,18.33839924773297
4.4,1.9068329136515199,4.108719225259454,1.8813465495994433,18.122512991787964,18.70042856545604
8.996087298686051,1.2968787843938057,8.154548667841755,1.4526564804403437,23.94397379187615,21.806718382998802
8.423898583689567,1.2086444158607517,3.0925972889656483,2.2624659379935914,24.217252576426542,23.376389173891553
5.3466947885631235,2.219393105262707,4.879284284518836,1.879556776021307,18.59604750138501,15.749994045415022
5.1,1.378636123774569,7.863109941977726,2.0299302317027057,21.460946675590353,18.430048461779233
5.149757275833493,1.4934931407704488,7.6418848343989145,1.6560932042805259,20.861117528590544,18.301918679557332
4.1,0.558699310804491,4.812190545309782,1.3669543726629292,11.68014107369366,11.87670642949201
4.549825436131447,0.8325660648373844,4.731095339375097,1.6151597017044994,17.6474386088511,14.342001025004702
5.1,1.0696261682633492,2.2612358716156438,1.3585775487291163,18.48669063459542,19.766454244986026
4.7,1.3697829438705198,3.5144923449431364,2.052744700910863,10.991178916586337,11.12782303242711
4.4,0.7376312109979141,3.0299767831267883,0.892475933606263,8.310664634814712,9.934364240782148
3.9,0.6469017208455933,3.071812637554416,2.5585010684128573,9.408116215252441,11.291171843426678
4.249705872175156,1.0647206545304635,3.04354414670471,1.3596546640192817,17.347574001696273,13.619345434183401
4.262351839362663,1.6957292675260085,5.079250159496403,1.5162355265690655,13.315891057816076,11.894175926608073
4.3499588468921,2.1935083221852727,7.003017845182738,1.4418296775071024,15.444851787844868,12.633091964981645
4.65,0.8134535564833449,2.8323734731094334,1.6343637571038658,15.478197427365798,14.763840561385653
